Date,Temp,Wind
2024-05-23,30.1,1.4
2024-05-24,32.7,1.6
2024-05-25,32.8,3.0
2024-05-26,31.6,3.0
2024-05-27,31.9,4.1
2024-05-28,32.4,4.2
2024-05-29,33.3,3.4
2024-05-30,33.7,2.2
2024-05-31,34.3,2.6
2024-06-01,34.5,1.6
2024-06-02,31.8,2.9
2024-06-03,27.7,2.1
2024-06-04,29.1,1.3
2024-06-05,28.2,1.7
2024-06-06,27.8,2.2
2024-06-07,27.3,1.6
2024-06-08,26.2,1.7
2024-06-09,26.9,1.5
2024-06-10,27.9,2.4
2024-06-11,26.4,2.9
2024-06-12,27.7,3.1
2024-06-13,27.8,3.2
2024-06-14,28.4,3.2
2024-06-15,29.5,3.5
2024-06-16,30.0,2.6
2024-06-17,28.1,1.8
2024-06-18,29.5,2.6
2024-06-19,29.4,3.5
2024-06-20,29.8,4.2
2024-06-21,28.2,3.7
2024-06-22,28.0,1.8
2024-06-23,27.1,1.6
2024-06-24,28.2,2.0
2024-06-25,28.7,2.4
2024-06-26,29.5,4.0
2024-06-27,27.1,3.5
2024-06-28,26.3,3.2
2024-06-29,27.1,3.2
2024-06-30,26.2,3.0
2024-07-01,27.0,3.2
2024-07-02,27.9,4.4
2024-07-03,27.4,3.6
2024-07-04,28.8,4.1
2024-07-05,27.8,4.2
2024-07-06,26.1,4.0
2024-07-07,27.0,3.7
2024-07-08,26.1,2.2
2024-07-09,26.9,2.7
2024-07-10,28.1,3.3
2024-07-11,27.8,3.6
2024-07-12,26.6,3.4
2024-07-13,26.7,4.2
2024-07-14,25.6,4.1
2024-07-15,24.8,3.1
2024-07-16,26.6,3.9
2024-07-17,26.7,4.3
2024-07-18,26.4,4.0
2024-07-19,25.1,4.6
2024-07-20,23.4,4.9
2024-07-21,24.0,4.0
2024-07-22,25.8,4.1
2024-07-23,25.1,5.0
2024-07-24,24.4,5.2
2024-07-25,23.7,4.6
2024-07-26,25.4,4.7
2024-07-27,25.7,4.5
2024-07-28,26.2,4.2
2024-07-29,26.7,3.1
2024-07-30,27.3,3.4
2024-07-31,28.0,4.1
2024-08-01,27.2,3.9
2024-08-02,26.9,4.8
2024-08-03,27.2,4.1
2024-08-04,27.0,4.5
